property_revision_id,case_count,property,property_label,property_description,author,repair_id_example,report_violation_type,changed_constraint_types,hash_before,hash_after,before_constraint_count,after_constraint_count
1456089230,1514,P828,has cause,"underlying cause, entity that ultimately resulted in this effect",Azertus,reform_Q23019045_P828_1456089230,Inverse,[],9085b5e9fe35369430c9508d4f5414cc7ca466e9,decc1b77a57a7346eede7b4580873f5838aad75e,2,2
2386344088,1480,P485,archives at,the institution holding the subject's archives,Bliekt82,reform_Q50490087_P485_2386344088,Self link,[],99b49c44f1a2bce8859352d427a348e4af498f83,ba235e52595612023455365c26eecb9a4e401470,5,5
2442820132,1430,P5082,Store medisinske leksikon ID,identifier of an article in the online encyclopedia sml.snl.no,Einar Myre,reform_Q64513386_P5082_2442820132,Label in no language,[],b38a8c12c9cbee5199a0ccc06209908758be9dbb,e3283b052e19432f91055c0d909d7fd55b3cea8b,9,8
2329789991,1364,P409,Libraries Australia ID,"identifier issued by the National Library of Australia (see also P1315 for the newer People Australia identifier). VIAF component. Format: 1-12 digits, removing leading zero-padding.",Bob08,reform_Q132863353_P409_2329789991,Label in en language,[],6e0568e01d1769a0b45b017abaccb8ffd33ec87f,629969c29207c9874e9e196e01a9d2d738ca3fee,7,7
2445674626,1240,P8988,Mapy.com ID,identifier for a point of interest in Mapy.com,JAn Dudík,reform_Q43454448_P8988_2445674626,Item P|625,[],24d513db5ec3bd62001f537388c44a29b482fdd7,698c87a03258d2c8497f4f2fe89ac50608e68d09,11,11
2408264950,1239,P2588,administrative code of Indonesia,official identifier for Indonesian administrative subdivision issued by the Ministry of Home Affairs,Danil Satria,reform_Q26205088_P2588_2408264950,Single value,[],38e5474787f8e09140b6e42e5e0e425f45e954af,26272a63e3fa9c154a51cb0f6c1726f7e4453949,8,8
2407961125,1168,P9241,demographics of topic,item that deals with demographics of the subject,C960657,reform_Q1060042_P9241_2407961125,Target required claim P|910,"[""Q21510855""]",3aa225caa35acc0b43c5465b3dc0ce84dcb93c0c,3bf12b33a53b793f9d8d70b0a35d9883e73150ca,11,12
1774652896,1132,P957,ISBN-10,"former identifier for a book (edition), ten digits. Used for all publications up to 2006 (convertible to ISBN-13 for some online catalogs; useful for old books or fac-similes not reedited since 2007)",عُثمان,reform_Q60385843_P957_1774652896,Unique value,[],91ecbfa2476203c7a7244a62197c0de673ffc775,9aba6940dbcd0fb102409e100e7e40ecbfc6b531,8,9
2444079634,1070,P4969,derivative work,"new work of art (film, book, software, etc.) derived from major part of this work",Triggerhippie4,reform_Q127672147_P4969_2444079634,"Type Q|386724, Q|4886, Q|43099500, Q|95074, Q|18706315, Q|16686448, Q|116779428, Q|11424, Q|48708989, Q|15142894, Q|47451145",[],299ae3d11d3719afbe8480654eb40a568a11f3df,1d838d36ca14189d2b1aba130c0d9bc8b6393c0e,6,6
2442147265,1020,P121,item operated,"equipment, installation or service operated by the subject",LBLaiSiNanHai,reform_Q115908394_P121_2442147265,"Type Q|24229398, Q|14623646, Q|16334295, Q|1190554, Q|62934160, Q|7406919, Q|55006986, Q|13226383, Q|95074, Q|12737077, Q|340169, Q|1322323, Q|47311934, Q|268592, Q|7397, Q|3249551, Q|1656682",[],341a5a0a3b32c6863ad6fb34bc0f624b66c821a1,91f4dae117a3fb5af4ade635095e90c4ffc4a7b8,4,4
2441781084,956,P50,author,"main creator(s) of a written work (use on works, not humans); use P2093 (author name string) when Wikidata item is unknown or does not exist",210rabbit,reform_Q125306379_P50_2441781084,"Value type Q|215627, Q|61002, Q|43229, Q|16334295, Q|95074, Q|5, Q|11660, Q|75855169, Q|107307291, Q|24229398, Q|78056559, Q|60557912",[],94c1ff95280d7796d150be1ee06bfbaca60ea1ad,3977abd613ee7714eea347e81e26bd9496d277d8,14,14
2440585344,852,P2388,position held by head of the organization,position of the head of this item,Swpb,reform_Q118745310_P2388_2440585344,"Type Q|43229, Q|14623646, Q|16970",[],0b8b5ab93d0f8b80db61e8a7af333980fec697b4,08f94ecc39f223d331b338aa84ba4b3629bfbc90,6,6
2439776691,664,P800,notable work,"notable scientific, artistic or literary work, or other work of significance among subject's works",AVDLCZ,reform_Q92796658_P800_2439776691,"Value type Q|386724, Q|1151067, Q|151885, Q|11862829, Q|211364, Q|1293220, Q|17737, Q|1799072, Q|14208553, Q|246672, Q|1298668, Q|170584, Q|36534, Q|12772819, Q|65943, Q|2424752, Q|43229, Q|2668072, Q|8261, Q|618779, Q|9081, Q|1711593, Q|10541491, Q|7406919, Q|820655, Q|2095, Q|1914636, Q|1656682, Q|16510064, Q|22811462, Q|185925, Q|853614, Q|47461344, Q|27058, Q|193946, Q|12280, Q|124301146, Q|3658341, Q|131841, Q|41176, Q|811979, Q|483394, Q|106822736, Q|17319698, Q|190084, Q|3249551, Q|1640824, Q|101965, Q|95074, Q|12826253, Q|115633690, Q|113145171",[],8738bc50e1b24f536e9f5b63f53b789741ea3148,8fa55dea5c851c51af5c1fcf4f0d1bfa28d99b71,5,5
2442704771,664,P31,instance of,type to which this subject corresponds/belongs. Different from P279 (subclass of); for example: K2 is an instance of mountain; volcano is a subclass of mountain,Trade,reform_Q117190579_P31_2442704771,None of,[],a812be9148ef19ef44ea6a8a21b9f347000b2c31,d848f4a3f57e469600cc4f5f1793452d7f9c6ef1,197,196
2438012093,593,P495,country of origin,"country of origin of this item (creative work, food, phrase, product, etc.)",Trade,reform_Q1990294_P495_2438012093,"Type Q|2424752, Q|16334295, Q|2095, Q|187931, Q|1778821, Q|264965, Q|38829, Q|2531956, Q|2239243, Q|1826286, Q|33384, Q|60733114, Q|483394, Q|4533081, Q|2198855, Q|1813494, Q|350453, Q|11410, Q|349, Q|28877, Q|19861951, Q|13002315, Q|8192, Q|4113741, Q|59544, Q|82821, Q|327496, Q|1485500, Q|17558136, Q|2235308, Q|1824109, Q|223557, Q|14897293, Q|130989, Q|384748, Q|1969448, Q|251777, Q|20203727, Q|17489659, Q|31629, Q|49371, Q|131569, Q|321839, Q|1572600, Q|386724, Q|38672, Q|117009251, Q|42298422, Q|7257, Q|3241972, Q|862597, Q|188451, Q|2401485, Q|16686448, Q|8187769, Q|1039303, Q|66661745, Q|1445650, Q|16510064, Q|17376908, Q|110295396",[],6631a0745be7fff52e1004120b4f25dbd181224a,0823eee8022c1c3c6f79811c8a30c94e6d35336b,28,27
2425181358,576,P2877,SureChEMBL ID,the chemical compound identifier for the EBI SureChEMBL 'chemical compounds in patents' database,AdrianoRutz,reform_Q82567911_P2877_2425181358,Single value,[],e88c91b6c9c0c93fb8ce41356ad009e795c41b9d,d888370954dd4fe246fb2536adb4e79fd074fe62,5,5
2392822749,400,P6570,number of words,number of words in text,Clemens Dulcis,reform_Q106908831_P6570_2392822749,Type Q|47461344,[],bd9dfd490aa8447d5da696f9aad5db3f17680cc0,087e474c87e1c8502364c4fcab53f6504dcad293,10,10
1713906839,387,P282,writing system,"alphabet, character set or other system of writing used by a language, word, or text, supported by a typeface",عُثمان,reform_Q13057047_P282_1713906839,One of,[],282fa125cd4e285b482bd691b211bd14fdc7f383,41b0efd0045833d67dfbaa50a5f74ea899707a20,4,4
2443240310,374,P535,Find a Grave memorial ID,identifier of an individual's burial place in the Find a Grave database,Jerimee,reform_Q125415509_P535_2443240310,Item P|21,[],89eddd957695712cb532194c4dc94333b31f33af,739144e1e8759a54ba6450c00d75cd085d5983dd,12,11
2447527451,280,P921,main subject,primary topic of a work or act of communication,YotaMoteuchi,reform_Q135263999_P921_2447527451,"Type Q|386724, Q|16334295, Q|1302249, Q|483394, Q|1656682, Q|600134, Q|131257, Q|1406161, Q|676586, Q|230788, Q|30612, Q|1964968, Q|23649976, Q|192909, Q|2904148, Q|9388534, Q|2668072, Q|178059, Q|379833, Q|21004260, Q|278485, Q|1298668, Q|101965, Q|17524420, Q|305178, Q|170584, Q|4503831, Q|62090711, Q|4915012, Q|955824, Q|978, Q|134995, Q|362165, Q|3239681, Q|151885, Q|2416723, Q|18593264, Q|21484471, Q|3689704, Q|12139612, Q|13406463, Q|14204246, Q|3026787, Q|108163, Q|16695773, Q|451967, Q|309, Q|131714, Q|20669447, Q|4406616, Q|190539, Q|853614, Q|6576792, Q|1151067, Q|17558136, Q|102345381, Q|110832782, Q|11862829, Q|55421512, Q|177634, Q|2800000, Q|10737, Q|6056746, Q|900406, Q|382996, Q|856592, Q|2684591, Q|628523, Q|464980, Q|4202233, Q|180684, Q|2334719, Q|124301146, Q|26256810, Q|189533, Q|187117, Q|184511, Q|44619, Q|618779, Q|2145290, Q|187931, Q|2472587, Q|43229, Q|358, Q|11016, Q|49848",[],27f65b7446fdc00965554e75fb3f409357651989,d5ea1158d61a890f5b9b5973dbea33604cae9572,15,15
2443822224,275,P106,occupation,"occupation of a person. See also ""field of work"" (Property:P101), ""position held"" (Property:P39). Not for groups of people. There, use ""field of work"" (Property:P101), ""industry"" (Property:P452), ""members have occupation"" (Property:P3989).",Swpb,reform_Q37367867_P106_2443822224,Allowed qualifiers,[],9d0f267ca42bc39cf983ca2f7e3070c43e8b57ac,58e7eb2c44629bff3a036a7510e9843f7dbe3d34,39,39
2441373454,271,P675,Google Books ID,identifier for a book edition in Google Books,Ferran Mir,reform_Q135392903_P675_2441373454,"Type Q|3331189, Q|57933693, Q|136832029, Q|732577, Q|136747113",[],bab0ba7a85b0843ceb8ef544c0e296eb4bef788d,09178c4af278d40d32a8355e9767af3fee78b81d,11,11
2439847902,239,P7959,historic county,"traditional, geographical division of Great Britain and Ireland",Tæppa,reform_Q26521606_P7959_2439847902,"Type Q|2221906, Q|1190554, Q|811979, Q|486972, Q|13226383, Q|82794, Q|64728694, Q|123349660, Q|179700",[],5fa42c10d53635b6a6a759017b0fc11e6b3301fa,bf79a621f0c7991fb5bd0c8fe4c73cd8b196c7db,8,8
2441343882,237,P108,employer,person or organization for which the subject works or worked,Swpb,reform_Q4340760_P108_2441343882,"Value type Q|43229, Q|14623646, Q|16334295, Q|5, Q|95074, Q|327333, Q|1248784, Q|1002697, Q|102496, Q|13002315, Q|5446565, Q|35127, Q|783794, Q|10648343, Q|15632617, Q|11812394, Q|2659904, Q|15416, Q|16560, Q|24634210, Q|15911314, Q|2001305, Q|3152824, Q|56061, Q|11032, Q|1555508, Q|245016, Q|820477, Q|2385804, Q|13235160, Q|13226383, Q|6056746, Q|1474440, Q|22988604, Q|21070568, Q|167037, Q|2085381, Q|431289, Q|15265344",[],e63d4c64338b2bd9c36a260f5756f78d691d9e0d,c09fde5beabd102ac2dc95c975699f20df58a2d3,7,7
2442828050,234,P31,instance of,type to which this subject corresponds/belongs. Different from P279 (subclass of); for example: K2 is an instance of mountain; volcano is a subclass of mountain,Jerimee,reform_Q877578_P31_2442828050,Target required claim P|279,[],d848f4a3f57e469600cc4f5f1793452d7f9c6ef1,f70bbdec141115c1b3be9558021013a0a7950f89,196,196
2444974849,221,P39,position held,subject currently or formerly holds the object position or public office,Swpb,reform_Q30147739_P39_2444974849,Allowed qualifiers,[],af323bba5e804a9348be5b6596fe8c43a52eb32d,682e07bd299b27ba4df4cc74bf8e15de2ba5dea9,18,18
2439848360,173,P613,OS grid reference,grid location reference from the Ordnance Survey National Grid reference system used in Great Britain,Tæppa,reform_Q26431751_P613_2439848360,"Type Q|2221906, Q|811979, Q|618123, Q|2385804, Q|179700",[],7428972d0ee1705b0806134f597a1fa5e92b5290,d1942dabf3c51f84e13a22f37598be4824983ea1,4,4
2026755025,163,P1786,posthumous name,name given to a person after death (East Asia),Trường Mộc,reform_Q11119321_P1786_2026755025,Allowed qualifiers,[],7d35c2fe294be92483530a098e1e9aca1e25cb6c,5c79afefc2e6c59b4f686ea67fdd14ec922d6ccd,8,8
2439365717,143,P245,Union List of Artist Names ID,identifier from the Getty Union List of Artist Names,Marsupium,reform_Q5221763_P245_2439365717,Item P|19,[],402621bf2d06e5c84c7553f6faaeab9acc75407c,6b0f28bdca7061b261c9ba3cc200657fb8c0187b,12,12
2441845568,141,P421,located in time zone,time zone for this item,RVA2869,reform_Q6091397_P421_2441845568,"Type Q|27096213, Q|1777301, Q|36669, Q|17272482, Q|1190554",[],59a57149d7aa11ef4a244d7f3f250a78c26cbb62,44e0f5a385db5d2f3c6d489db672fbeb14051793,9,9
2442691260,135,P856,official website,"URL of the official page of an item (current or former). Usage: If a listed URL no longer points to the official website, do not remove it, but see the ""Hijacked or dead websites"" section of the Talk page",Legonin,reform_Q136793526_P856_2442691260,Unique value,[],eb15cf149d21b5d909a97543682e7756361d93c0,9cebba9c089543e647dd61637ec2b182fddf9841,12,12
2443941926,130,P856,official website,"URL of the official page of an item (current or former). Usage: If a listed URL no longer points to the official website, do not remove it, but see the ""Hijacked or dead websites"" section of the Talk page",Swpb,reform_Q136803951_P856_2443941926,Unique value,[],3c2899c028e647d0aeabbccc7a6f71665a3b8165,a24e4427528acfa48d593fe8b3d3db4c276c2009,12,12
2249896692,113,P166,award received,"award or recognition received by a person, organization or creative work",Vhorvat,reform_Q39050726_P166_2249896692,Q|5,[],a56cd7d997809bf6779f2c62cafc6e643c715c8e,538607b6a8bab355e9aced7b6da27e545a46a758,8,8
2444096084,108,P127,owned by,owner of the subject,Swpb,reform_Q123651589_P127_2444096084,"Value type Q|215627, Q|43229, Q|115537581, Q|14623646, Q|56061, Q|874405, Q|3778211, Q|34627, Q|4233718, Q|102345381, Q|3914, Q|61002, Q|2001305, Q|14514600, Q|44613, Q|15642541",[],e54aa6ed8b1addf3753fecb526110c63a22c560b,74ad021ead977c2a915de5e42349548caf17ed60,8,8
2441161838,105,P12496,WhatPub pub ID,identifier for a pub on WhatPub,Tæppa,reform_Q5412047_P12496_2441161838,"Item P|17 one of Q|145, Q|785, Q|9676, Q|25230","[""Q111204896""]",5902be22efa2d31f5021ae91d90fae0e2d437a82,5bc450a4f62f6f37890025a7d03505b0b41277d9,11,12
2437507566,104,P131,located in the administrative territorial entity,the item is located on the territory of the following administrative entity. Use P276 for specifying locations that are non-administrative places and for items about events. Use P1382 if the item falls only partially into the administrative entity,Necessarycoot72,reform_Q16475784_P131_2437507566,Target required claim P|17,[],69774ae093d067e99709c2489d12aec3785522ce,5760e2f84413098a914c8a5b9269acb4fce68305,18,18
2442859490,95,P20,place of death,"most specific known (e.g. city instead of country, or hospital instead of city) death location of a person, animal or fictional character",Clemens Dulcis,reform_Q13174468_P20_2442859490,"Value type Q|2221906, Q|3895768, Q|27096213, Q|837142, Q|4260475, Q|3238337, Q|178561, Q|16917, Q|6999, Q|67140121, Q|13226383, Q|55438959, Q|41176, Q|618123, Q|233324, Q|4130, Q|219858, Q|112872396",[],1b650bbd9cc4819d1a746164606ea69d972e2ca2,dc262e10af3a493887d6c66b044d512c3e6eb1f3,10,10
2445635727,92,P31,instance of,type to which this subject corresponds/belongs. Different from P279 (subclass of); for example: K2 is an instance of mountain; volcano is a subclass of mountain,Vestnik-64,reform_Q8262638_P31_2445635727,None of,[],f70bbdec141115c1b3be9558021013a0a7950f89,ccb9f062892c67b7445b2860b6477d0fd3c618cf,196,196
830893545,80,P6280,Berlin protected area ID,"identifier of protected areas in Berlin, Germany",Ahoerstemeier,reform_Q60465705_P6280_830893545,Unique value,"[""Q19474404""]",a2ea62a37e66f02089bd48a9b1a9e579c1125479,3405beadd9257d7399ee94404d369e1e591d3677,1,2
2440930250,76,P421,located in time zone,time zone for this item,Herzi Pinki,reform_Q451301_P421_2440930250,Conflicts with P|31,[],1d4d35a0022e0a13a6087df913821789d9e8aa1d,59a57149d7aa11ef4a244d7f3f250a78c26cbb62,9,9
2441005469,68,P31,instance of,type to which this subject corresponds/belongs. Different from P279 (subclass of); for example: K2 is an instance of mountain; volcano is a subclass of mountain,Amqui,reform_Q1965323_P31_2441005469,Target required claim P|279,[],d9c5c91389309cce49c93c29f42a7aab6969a231,a812be9148ef19ef44ea6a8a21b9f347000b2c31,198,197
2437479658,64,P227,GND ID,"identifier from the Gemeinsame Normdatei authority file of names, subjects, and organizations",Kolja21,reform_Q5613648_P227_2437479658,Label in de language,[],55ff57535ceec54e03649675c3a5113540e3d296,d1898707209caacffb56568b0cc6dabbb115ef8e,10,10
2442267688,64,P17,country,sovereign state that this item is in (not to be used for human beings),Clemens Dulcis,reform_Q390841_P17_2442267688,Conflicts with P|31,[],7165d90b925db25df453378686fd6771831f1cc6,5ef7d89649c9ff90fe1a52368496e645eacec34b,48,48
2446852358,57,P856,official website,"URL of the official page of an item (current or former). Usage: If a listed URL no longer points to the official website, do not remove it, but see the ""Hijacked or dead websites"" section of the Talk page",Clemens Dulcis,reform_Q320969_P856_2446852358,Single value,[],a24e4427528acfa48d593fe8b3d3db4c276c2009,a36a61f0e86f73f6deb18c55577835a1b9bbf650,12,12
2439154480,55,P21,sex or gender,"sex or gender identity of human or animal. For human: male, female, non-binary, intersex, transgender female, transgender male, agender, etc. For animal: male organism, female organism. Groups of same gender use subclass of (P279)",Trade,reform_Q136672931_P21_2439154480,"Type Q|5, Q|729, Q|115537581, Q|15619164, Q|201662, Q|40614, Q|7239, Q|11012, Q|10832, Q|79600797, Q|16521, Q|1285470, Q|26513, Q|2345820, Q|111282474, Q|2593744, Q|168658, Q|15707583, Q|26401003, Q|61002",[],7f4c42dc094e07e6c9eafdc0fbb8579598343f36,4153e44669496bf040a48eb9d9fecb724aee43d6,38,38
2447213274,51,P856,official website,"URL of the official page of an item (current or former). Usage: If a listed URL no longer points to the official website, do not remove it, but see the ""Hijacked or dead websites"" section of the Talk page",Trivialist,reform_Q136926847_P856_2447213274,Unique value,[],a36a61f0e86f73f6deb18c55577835a1b9bbf650,a3c6b9ae9ecf7dae4721f27e9093f68129421a13,12,12
2444366220,50,P910,topic's main category,main Wikimedia category,Clemens Dulcis,reform_Q433211_P910_2444366220,Inverse,[],243303b03a05ec9a4d9d29506693772706b73942,c04c8b7bba53756644b83d744bd63d65b3af1b1a,8,8
2355127724,49,P400,platform,"platform for which a work was developed or released, or the specific platform version of a software product",Trade,reform_Q3467448_P400_2355127724,None of,[],2a0fcd019beedf9ea03197f3bcf9821f5dacfda3,fd8998e99a76e16dd5985b5dae7f07e6b892dde1,27,27
2438671525,45,P243,OCLC number,identifier for a bibliographic record in OCLC WorldCat,Michel Bakni,reform_Q94633879_P243_2438671525,"Type Q|3331189, Q|1002697, Q|53731850, Q|571, Q|1172284, Q|187685, Q|1907875, Q|798134, Q|1266946, Q|7725634, Q|732577, Q|2217301, Q|9388534, Q|60474998, Q|2668072, Q|11424, Q|2031291, Q|3302947, Q|7889, Q|110048320, Q|4006, Q|482994, Q|47461344, Q|17105540, Q|60475203, Q|87167, Q|1980247",[],29b164bd6a704d4d183730840cde322b1dc96d38,0b0cae3cd40722ea81274b211066d89a0d96b361,7,7
2442705670,45,P123,publisher,"organization or person responsible for publishing a work, such as a book, periodical, printed music, podcast, game or software",Trade,reform_Q136504773_P123_2442705670,"Type Q|1151067, Q|80793969, Q|95107111, Q|374814, Q|7397, Q|286583, Q|17538690, Q|571, Q|11410, Q|105543609, Q|7058673, Q|115473170, Q|116779426, Q|1714118, Q|904997, Q|62651817, Q|3331189, Q|97180164, Q|124030631, Q|106140535, Q|1980247, Q|732577, Q|1748756, Q|49094714, Q|7725310, Q|1348645",[],b3587ce8e60c5825467ef95c0c087e052fd7cb39,43b1fc0c8abf83553480e2e6e6f43a40a4839f91,11,11
2265468275,45,P2249,RefSeq genome ID,ID in the RefSeq Genome database,ChristianKl,reform_Q18966995_P2249_2265468275,Single value,"[""Q53869507""]",2dfc9c713d597654da3f6f97ff7b2cf2b8d81662,514df148fe06fa0fbc1b5efd9fca0eb88be89f4c,6,5
2444117279,41,P1344,participant in,"event in which a person, organization or creative work was/is a participant; inverse of P710 or P1923",Swpb,reform_Q171338_P1344_2444117279,"Value type Q|1190554, Q|386724, Q|43229, Q|101965, Q|14136353, Q|1914636, Q|1656682",[],ca50d932ee6ddd7258eaedaed5c8392f6306bddd,6545e4945ca6c09cf83514519b18146d39a5f7ce,7,7
2439631750,41,P40,child,"subject has object as child. Do not use for stepchildren—use ""relative"" (P1038), qualified with ""type of kinship"" (P1039)",Pallor,reform_Q104236321_P40_2439631750,Parents,[],60c83b5ae1337975a128c551accca39fef8ff56f,8feae53c70beb5285328160c515770f87497338e,12,12
2444961406,33,P39,position held,subject currently or formerly holds the object position or public office,Swpb,reform_Q18816660_P39_2444961406,Allowed qualifiers,[],204a300911011a4844dc1ba4d45d3b41ac6e9a62,af323bba5e804a9348be5b6596fe8c43a52eb32d,18,18
2356114887,33,P12379,Brussels Inventory of Architectural Heritage ID,"identifier for architectural heritage in the Brussels-Capital Region, Belgium",JhowieNitnek,reform_Q130569383_P12379_2356114887,Item P|131,"[""Q19474404""]",746f020dab38b308c8d2cf5d1c4b1f106fc133d2,9d56cc7c7b0c4597f7585d9f174f4e71d9f791d5,8,7
2438379766,29,P212,International Standard Book Number-13,"identifier for a book (edition), thirteen digit",عُثمان,reform_Q55258956_P212_2438379766,Conflicts with P|31,[],c4bbea85fe8f7425b71bf2e1869af647eb1d704d,088e3bf738e3ac8b7031e3727dcc967cf5915573,16,16
1707966882,29,P282,writing system,"alphabet, character set or other system of writing used by a language, word, or text, supported by a typeface",عُثمان,reform_Q55842039_P282_1707966882,One of,"[""Q53869507""]",620fed1a7a66089120fd787a677da8e49f56e3f0,282fa125cd4e285b482bd691b211bd14fdc7f383,3,4
2436835478,27,P347,Joconde work ID,identifier in the Joconde database of the French Ministry of Culture,Nono314,reform_Q64732485_P347_2436835478,Item P|2049,[],ccc33528971b9e2cc1eac655d494ed3d60e22d32,397e7d698bdfbe2b67a6e8857db17e8e31033b49,19,18
2440830812,27,P170,creator,maker of this creative work or other object (where no more specific property exists),DaxServer,reform_Q131339411_P170_2440830812,"Value type Q|5, Q|16334295, Q|14514600, Q|11019, Q|729, Q|43229, Q|16017119, Q|7397, Q|35273, Q|24229398, Q|60198807, Q|28640, Q|170584, Q|95074, Q|17442446",[],1741eab8b4ac0408db08129916e7d7fc1e714511,c21c78328e24d9a9a3cfdee120c374c0a31e2473,12,12
1577277439,25,P1346,winner,"winner of a competition or similar event, not to be used from the awardees record (instead use ""award received"" (P166), possibly qualified with ""for work"" (P1686)) nor for wars or battles",Lucio Luiz,reform_Q22138648_P1346_1577277439,"Value type Q|5, Q|43229, Q|6266, Q|5107, Q|726, Q|1002697, Q|1364192, Q|486972, Q|56061, Q|95074, Q|571, Q|1004, Q|386724",[],33ebba8f595b7d9221d8dad0f7114ae058a6f3d5,543e6e09dcb8cc7824fdf0db30d1c54aa8810398,7,7
2438613236,24,P159,headquarters location,city or town where an organization's headquarters is or has been situated. Use P276 qualifier for specific building,Arlo Barnes,reform_Q1065061_P159_2438613236,Item P|17,[],299c5fe622eb5253084572fbe0e5a2bd6c3b94af,c9ee80954d6bab31b8d9166eba86ae29f8ec4a36,7,7
1714119687,23,P370,Sandbox-String,"Sandbox property for the data value type ""String""",JesseW,reform_Q91721972_P370_1714119687,Entity types,"[""Q52004125""]",b6a585920c5dbc697b1df3acf4c4edcfb28ddcf2,f7189ae451113c8aa58775454620c956b93fc50b,2,1
2445073477,21,P691,NL CR AUT ID,identifier in the Czech National Authority Database of National Library of the Czech Republic (NL CR),Mahir256,reform_Q874154_P691_2445073477,Label in cs language,[],ce2f07aaa93e3a38bd7317f8fc79ac642eefe1d3,ea9a73a70384e60db1bf18f0aaef2889ee16b2b3,8,8
2439160008,21,P1343,described by source,"work where this item is described, in statistical contexts, a methodological note describing the data",Trade,reform_Q88402254_P1343_2439160008,"Value type Q|386724, Q|3331189, Q|151885, Q|1277575, Q|12139612, Q|36774, Q|571, Q|7433672, Q|36279, Q|1030034, Q|34508, Q|17489659, Q|2085381, Q|43229, Q|63412991, Q|309, Q|1656682, Q|30941709",[],f906ca30e465e6b803f127f3de1ab9e23d10f66f,eff182f4b1551292484df21362c7e25715775613,27,28
2442929033,20,P345,IMDb ID,"identifier for the IMDb (with prefix 'tt', 'nm', 'co', 'ev', 'ch' or 'ni')",Triggerhippie4,reform_Q135215912_P345_2442929033,Item P|31,[],c71f2014daccb1d4be03d8a461945b50aedb3920,858e6a967c1b77aaa22ca71097a1d9af6c1c300b,15,15
2442830648,19,P1417,Encyclopædia Britannica Online ID,identifier for an article in the online version of Encyclopædia Britannica,Trade,reform_Q303626_P1417_2442830648,Label in en-gb language,[],d897cfd49bb8cf44f9a4603e9c8dece13a904e01,b08de40aee4590b4c557b55cbeed5c00119134fe,11,11
